color,color_err,mag,mag_err
0.5010810472270002,0.10025879012650339,16.898243312386658,0.08380882957534214
0.6779414689972931,0.10362389015595784,16.943433592635955,0.09010003329839095
-0.02721508255428695,0.016026580708273477,12.717227943449682,0.012982920859214967
0.7519389917967203,0.03517682053952517,15.504430425108986,0.030290175022582345
0.3837632491028362,0.06566158361818451,16.293162012819675,0.053063099200645794
1.2615458816933298,0.06000246582355756,16.359053560405616,0.055863289911275725
0.12394983470200494,0.014686585004359248,10.720456449625738,0.012152416005856419
1.2370522873625625,0.12464867321631672,17.253613144170824,0.11735421594719561
0.9708745231836193,0.098998352006173,16.945872848956075,0.09025607647735186
5.885353471179625,4.869848394355157,21.362944212838322,4.869766892932433
0.543931606593894,0.10372292953366037,16.91050090534169,0.08759306972943488
0.588119509002551,0.0683167743925853,16.40644983956558,0.058002581580406117
0.40195840872578614,0.01759330646146347,13.581147647561107,0.014390011107893317
0.0895020925468124,0.08480813321982222,16.49721452108866,0.062372969405330755
0.44072953510201884,0.0858889433773787,16.649927205713134,0.07059356778507957
0.5192243231072116,0.023180674518228188,14.612041671265962,0.019092225478586775
0.4087174384197514,0.022003864854757346,14.436271775441451,0.0178778646776362
0.5617254673451164,0.030295544454016776,15.19585280259744,0.02521528349409552
0.14660703093051808,0.014971101174874914,11.610575919485305,0.012346579429976842
0.39630557156253055,0.020397202239226194,14.20191553250727,0.01657915856602749
0.2826789933917926,0.01538362738180816,12.293400381568016,0.012662902552066013
0.20943910806021293,0.015055007736332655,11.799577018249826,0.012414037348624925
0.39604483189890516,0.028922464235163942,15.055637428535057,0.02338428009512499
0.9924358447544694,0.06787700698203158,16.48273794245224,0.06163532933069766
0.37664291684257734,0.01487716317740692,11.487948232189256,0.012309017958925167
0.40050988925014686,0.053830510045209466,16.03514932007877,0.043645963587801
0.5108637511434928,0.027779043044156383,15.014600410174138,0.022898764651010792
0.9527863717995277,0.028014230920050644,15.140695881540633,0.024462181331600236
1.1174665529799892,0.05360711890418617,16.191614706651002,0.049070619573667436
2.614365113689688,0.39141988079721163,18.60271849907955,0.38925640041538373
0.413014455947172,0.0322967305000237,15.263353261282521,0.026193733897405768
0.9817092431085612,0.0453124392491404,15.936784954640043,0.04062182660536549
0.40567868632781057,0.024664562486629158,14.724623855574132,0.019999438744868113
0.40337797971568357,0.01801834990131679,13.706878287755567,0.014721874004514433
0.6409764359897352,0.021542947278774607,14.449986689713779,0.017961926480714954
0.26383615401109317,0.014748733024094792,11.045180257398005,0.0122050593010016
0.8246435648207537,0.02216480153819688,14.577630191206584,0.01883308687355084
1.284656804805067,0.06807031351909641,16.52391199957451,0.0637085629056603
0.503253827174369,0.051417071662901714,16.00476896926638,0.04269255280693227
0.5178760030430638,0.0333540790493492,15.35253263224039,0.02760260372434434
0.8115615168180952,0.016423951421944638,13.244997159460882,0.013695208665471852
0.4319682698577356,0.060448096345104355,16.20088007351846,0.049429013448573506
0.5101286108618446,0.017154167334621596,13.469598511626922,0.014130876406444053
-0.09984344812234625,0.1360383532844523,16.967657620475638,0.09190497362335776
1.1550413564121662,0.02953685854073417,15.275695250648695,0.026378406857902697
0.5783118608305227,0.042836041219521115,15.766342026673367,0.03601548848062724
0.17334731025015948,0.016885179690688937,13.235370926536755,0.013678749268038314
0.3058596830807474,0.09570157707002205,16.73571528571861,0.0757108045394606
0.2820979345294585,0.015602603284091309,12.514416210460663,0.01282117704733067
0.4406854643530913,0.016090169987048056,12.940191594293914,0.013248445440823271
0.19623215632595148,0.015013648084515727,11.717376976849286,0.012383146939042819
1.4844136383015591,0.033431236341383494,15.532160320887346,0.030832474175390517
0.22440734002758056,0.034925600504905494,15.325986409167704,0.027163849787704433
0.3787236158324703,0.015707392346158967,12.642992187460932,0.012930971819057505
0.4615545524069944,0.02068538665119181,14.270282889824992,0.016924438439935463
0.42956966365625604,0.12199619724482377,17.06849336520941,0.10017329723064691
1.0978055897589662,0.11800592703604385,17.173041440259176,0.10949873269895186
0.46577487347416735,0.10106401972026202,16.85604282813959,0.08368959255410072
0.44664238714708127,0.06315135328361542,16.26272738970733,0.05185235215815921
0.21006592272478564,0.015008190150627444,11.712723410741868,0.012381483249276484
0.47367641230224145,0.06078853118223084,16.221661891612808,0.05022490069003222
0.5430493702065107,0.09006245965986177,16.739393339017944,0.07593524241909914
0.9142814774252681,0.023167636510676833,14.71358547421756,0.01990281750464128
0.6563644544355665,0.050429566698440925,16.020477590267436,0.0431752784218338
0.46236062587851023,0.01792390905551365,13.701309186158175,0.014706641287654467
0.7334213055853347,0.017219267217126917,13.561912507168852,0.01434321952164804
0.6107685592552858,0.05868516480780572,16.21437186803174,0.04994858504554111
0.5936171002258082,0.02766392061858682,15.030820669199311,0.02309124715037555
-0.05160718078688831,0.014491588791201304,8.347714278132589,0.012020636362354684
1.074656378881258,0.14400380445547012,17.40278462648559,0.13356648400864937
0.5728568624599149,0.08300306465785731,16.6473507481141,0.07041495089365281
0.5105214729859195,0.07395479648102662,16.485317473418927,0.06177194927525531
0.1409735401876695,0.07631478974506163,16.38931967217309,0.05721647833815281
1.198297911890437,0.07710138661220194,16.67145452648874,0.07180470255408744
0.563902719406137,0.045733061783019335,15.85726835850826,0.03839066505512656
0.6116502070019898,0.014501241067430806,8.956149015577635,0.012033037293579237
-0.11034382927430464,0.014626646888273429,10.27081195946199,0.012101681840838307
-0.05553232432800215,0.014569685966734377,9.829734207078513,0.012068926658154254
0.35217057041530886,0.016385399283817485,13.076113307025206,0.0134299385707091
0.7562175021971793,0.01453041630520014,9.642495013182124,0.012058616254232397
1.1648705409854507,0.086463000546143,16.80868399718398,0.08043381617778876
0.07649636919721381,0.014821563538900526,11.207491768579427,0.012238149442303345
-0.033224995138635194,0.014621588643711625,10.274535781425577,0.012102020099526113
0.46129256061012924,0.045147263899238205,15.808123058994422,0.03708113743983387
0.5108557646766982,0.08375376449012291,16.64086711111119,0.07003461747232205
-0.1777532173837173,0.014521785343687008,9.107141289778573,0.012037357124706438
0.38346020811174775,0.02112156077932928,14.308044061399125,0.017126107533773485
-0.186896838787046,0.014496310614325922,8.457234378426781,0.012022386254870787
0.056350089973381756,0.014601913082621393,10.17223350769356,0.012093147184885336
-0.13325558199768395,0.014590860725498303,9.989814754344513,0.012079288324353557
0.6127499662387574,0.030783987132174232,15.23962516527648,0.025840754504892722
0.3615184022805824,0.05885194644934762,16.141508339529953,0.04725474683508548
0.3130180367899449,0.07424652319701718,16.424607363058865,0.058856095821063756
0.3640646222305737,0.06460928591489323,16.265162661757973,0.05193722712522492
0.6035543142745521,0.0228499233120733,14.600867304357863,0.0190058878995373
0.31683064316426446,0.017326621810238352,13.460939209705018,0.014112049280486661
0.4398871339622783,0.023370893427523836,14.606728218876167,0.01905086766326651
0.38209987384637323,0.026961286776429106,14.910819372363132,0.021756812816507924
